Municipality,Name,Sep 2011,Dec 2011,Mar 2012,Jun 2012,Sep 2012,Dec 2012,Mar 2013,Jun 2013,Sep 2013,Dec 2013,Mar 2014,Total,Population,Sep 2011P,Dec 2011P,Mar 2012P,Jun 2012P,Sep 2012P,Dec 2012P,Mar 2013P,Jun 2013P,Sep 2013P,Dec 2013P,Mar 2014P
NC077,Siyathemba,0.001111,0.000502,0.000201,0.000191,0.000092,0.001107,0.000067,0.000093,0.000361,0.000141,0.000128,0.000303,21591,0.9749432634,0.2709462276,0.1296836645,0.1829465981,0.0731323237,0.8336807003,0.233893752,0.0439998147,0.5618544764,0.0856838498,0.1111574267
NC091,Sol Plaatje,0.003044,0.004591,0.004576,0.004538,0.002545,0.003879,0.002874,0.00401,0.001572,0.005501,0.006826,0.003413,248041,4.6888982063,5.5686600199,5.6129067372,4.9976576453,4.9403364766,4.7251502776,4.2334251192,4.8562939192,5.4062715438,3.7875431884,5.1150172754
WC024,Stellenbosch,0.00773,0.023342,0.020455,0.023287,0.004311,0.008954,0.017446,0.031363,0.009521,0.042421,0.025328,0.015646,155733,19.6682719783,20.6150655288,19.9857191475,20.2583074878,12.2141036261,8.7749545697,22.4740613743,30.4870258712,29.5436676876,46.407139142,33.4426101083
MP313,Steve Tshwete,0.00671,0.007991,0.003673,0.008348,0.004763,0.005036,0.005941,0.007118,0.006982,0.006205,0.005517,0.006162,229831,6.5695402274,7.0580295957,3.3588288786,7.5079036335,5.4977657496,5.4279579343,6.1430833961,6.9632425565,8.8885441912,7.5432469945,6.9426230578
EC106,Sundays River Valley,0.010087,0.02112,0.008466,0.006049,0.002594,0.005061,0.005368,0.017036,0.003676,0.003704,0.004117,0.006024,54504,4.965323646,4.7711177161,3.4515081462,1.8912556877,1.7131586673,2.3235358873,2.1729964773,1.0301629238,2.8150777925,2.0502715397,2.2112138559
WC015,Swartland,0.013859,0.014724,0.011813,0.009094,0.008977,0.016372,0.006046,0.00648,0.006126,0.020504,0.020397,0.012196,113762,10.5288672843,10.6514829205,9.5796575306,6.9335630527,7.8841265097,13.7297691672,4.8715915684,4.9771452682,5.9692867566,17.4644960532,17.6431936851
WC034,Swellendam,0.00659,0.017769,0.013743,0.017102,0.009338,0.010001,0.008133,0.02147,0.014531,0.026007,0.02509,0.0148,35916,7.3468092215,9.8538255931,8.8353658537,9.3679697071,10.9949326206,8.3842855552,5.9840461076,12.052789843,24.2093495935,24.0102461299,21.0780432119
MP321,Thaba Chweu,0.000906,0.005018,0.004773,0.079688,0.002399,0.003726,0.005413,0.00372,0.004676,0.003622,0.004523,0.011947,98387,0.5234634657,1.3188327726,1.6961285536,62.06253875,2.7950237328,2.1639850793,3.6828950979,1.4952686839,5.013904276,2.4345187881,3.0249626475
LIM367,Thabazimbi,0.001503,0.001478,0.003138,0.002639,0.000324,0.001382,0.004351,0.001827,0.00053,0.002045,0.001724,0.00173,307682,0.8317873649,0.7469952743,1.3415604423,1.2481068116,0.2040385853,0.7132818949,1.3484896744,0.8954179965,0.6084951346,5.4123023121,7.7500016251
KZN274,The Big Five False Bay,0.05048,0.040027,0.015396,0.125416,0.008574,0.038678,0.006874,0.101443,0.002805,0.000998,0.001337,0.019373,71925,12.184469934,6.8343830379,2.4291275634,1.5954118874,1.3653806048,3.0847410497,0.6654153632,0.8622871046,0.4058394161,0.3027459159,0.2294056309
WC031,Theewaterskloof,0.008614,0.019959,0.012075,0.021068,0.009448,0.020513,-0.018055,0.050479,0.033459,0.050019,0.02327,0.020805,108790,6.7462634433,7.6154609799,8.1260777645,8.7030793271,9.022428532,10.8238257193,-10.1181910102,23.4309219597,32.523274198,34.8678371174,18.6236510709
NC076,Thembelihle,0.036136,0.012721,0.009387,0.011883,0.002862,0.075275,0.059609,0.025131,0.000221,0.000671,0.000685,0.017562,15701,34.419336348,6.7575313674,4.3834787593,7.3638621744,3.2587733265,25.6377937711,27.4918794981,8.1739379657,0.2101776957,0.3502961595,0.2929749697
MP315,Thembisile Hani,0.000064,0.025159,0.000103,0.000209,0.000139,0.006264,0.006677,0.000466,0.000713,0.000718,0.002078,0.001295,310458,0.0170361208,0.0388361711,0.0268957476,0.0334795689,0.0441186892,1.4887295544,0.523742342,0.1200613287,0.2954409292,0.26485064,0.5589483924
LIM344,Thulamela,0.009738,0.006328,0.003174,0.005203,0,0,0,0,0.002665,0.004403,0.007401,0.003408,516031,3.0908433796,1.7154085704,0.8022735068,0.5420023216,0,0,0,0,0.754266701,1.2927711707,0.7842784639
NW402,Tlokwe,0.00267,0.005514,0.001406,0.011464,0.009495,0.012509,0.013857,0.015001,0.010034,0.010027,0.005798,0.008887,162762,4.0641304481,5.8609810644,1.8254199383,14.1364876322,16.2949337069,16.9021700397,18.5480886202,18.0873053907,17.9088362148,12.6025116428,7.2386429265
FS182,Tokologo,0.002055,0.000856,0.00295,0.012368,0.000933,0.001307,0.001606,0.001926,0.001216,0.000607,0.000575,0.001482,28986,0.5819361071,0.62764783,2.293590009,1.2607465673,0.8550679638,2.0549920651,0.8383012489,0.3279859242,1.1246808804,0.3950182847,0.319119575
NC085,Tsantsabane,0,0.000006,0.00718,0.000082,0,0.000013,0,0,0.000457,0,0.000594,0.000355,35093,0,0.0066964922,2.0604109082,0.0362465449,0,0.0117687288,0,0,0.4917504916,0,0.5864987319
TSH,Tshwane,0.00032,0.000215,0.000183,0.000244,0.000172,0.000187,0.000274,0.000147,0.000251,0.000172,0.000134,0.000207,2921488,0.5258967348,0.316802602,0.3360527238,0.375499403,0.3072834802,0.3270641536,0.4530105891,0.2583337669,0.4860071306,0.316283346,0.26526722
EC132,Tsolwana,0.000149,0.000144,0.000176,0,0.000069,0.000042,0.000047,0.000056,0.000071,0,0.000796,0.00008,33281,0.0622877918,0.032450948,0.0480754785,0,0.0420660437,0.0090141522,0.0210330218,0.0901415222,0.0390613263,0,0.0361167032
NW382,Tswaing,0.000648,0.000783,0.000849,0.000361,0.000369,0.000612,0.000129,0.001235,0.000691,0.003379,0.000413,0.000669,124218,0.0693055757,0.1428536927,0.1263745995,0.0882078282,0.1270830314,0.0666892077,0.0429406366,0.0973852421,0.2190181777,0.4297525318,0.122373569
FS183,Tswelopele,0.000751,0.000827,0.004548,0.001284,0.000863,0.000932,0.005269,0.003716,0.000676,0.002453,0,0.001171,47625,0.5026771654,0.3779527559,0.48,0.6641469816,0.7972703412,0.5942257218,0.5816272966,0.719160105,0.943832021,0.3926509186,0
KZN434,Ubuhlebezwe,0.000257,0.020681,0.012766,0.009716,0.001491,0.001512,0.002114,0.00766,0.001132,0.000982,0.000915,0.003388,101691,0.1017789185,2.5738659272,2.1679991346,0.2120246629,0.4655377565,0.2870362176,0.3456844755,0.3316812697,0.3166750253,0.221307687,0.1839690828
NC071,Ubuntu,0.048702,0.155647,0.147472,0.166447,0.093822,0.389005,0.184517,0.250347,0.189256,0.20448,0.139373,0.165161,18601,64.6932960594,118.385839471,118.3861620343,58.8742540724,74.6394279877,277.6056126015,146.6592656309,100.9701628945,150.5392720821,139.1999354873,124.2111714424
KZN265,Ulundi,0.000826,0.016711,0.000382,0.00135,0.000501,0.000524,0.000313,0.002531,0.000295,0.001065,0.000549,0.000702,194908,0.2320222874,0.2460596794,0.1241354896,0.0591612453,0.088816262,0.074327375,0.0446877501,0.0537125208,0.0800993289,0.0788936319,0.1184764094
KZN213,Umdoni,0,0,0,0,0,0,0,0,0,0,0,0,160975,0,0,0,0,0,0,0,0,0,0,0
KZN275,uMhlabuyalingana,0.001383,0.001007,0.003502,0.007883,0.002937,0.001066,0.003896,0.010557,0.000374,0.000456,0.000254,0.001963,175425,0.2537836682,0.1316745048,0.4232407012,0.4543252102,0.6596266211,0.2238905515,0.5766794927,0.4817443352,0.0896451475,0.1077383497,0.0396237708
KZN285,uMhlathuze,0.001816,0.019156,0.03246,0.009316,0.032933,0.024556,0.032646,0.021069,0.087393,0.035912,0.034805,0.027487,47818,0.7486720482,4.4168304822,9.622966247,5.4881634531,15.0643272408,12.6056505918,12.3181647079,10.7941988373,23.0604374922,15.4962148145,12.5928311514
MP323,Umjindi,0.000494,0.000585,0.000187,0.000208,0.00074,0.001195,0.000666,0.003456,0.000712,0.000021,0.001216,0.000815,67156,0.2947167788,0.2572368813,0.182187742,0.0521472393,0.5642980523,0.7074870451,0.4841562928,1.8117517422,0.5771934004,0.0155607838,0.8682023944
KZN286,uMlalazi,0,0,0,0,0,0,0,0,0,0,0,0,114416,0,0,0,0,0,0,0,0,0,0,0
KZN226,uMngeni,0,0,0.001008,0.003116,0.000096,0.001023,0,0.000834,0.000123,0.000222,0,0.000412,63142,0,0,0.1702511799,0.141268886,0.0071267936,0.2053783536,0,0.6889233791,0.1076937696,0.1076937696,0
KZN227,uMshwathi,0.000045,0.000053,0.000057,0.000178,0.000055,0.000025,0.00004,0.031131,0.000032,0.001214,0.000168,0.000947,65793,0.0114753849,0.0099554664,0.0096210843,0.009347499,0.0131320961,0.0072044138,0.0071132187,1.7412186707,0.0086331373,0.2910036022,0.0594136154
NC072,Umsobomvu,0.000034,-0.000105,0.04148,0.212816,0.030986,0.00845,0.012554,0.00269,0.000911,0.00143,0.009708,0.02847,28376,0.0290738652,-0.0545179025,31.783972371,157.2942979983,32.6746193967,4.8156540739,9.2963067381,2.2329080913,0.9975331266,0.7667747392,10.4924231745
KZN236,Umtshezi,0,0,0,0.000653,0.000034,0,0.000105,0.000105,0,0,0,0.000024,113073,0,0,0,0.0172454963,0.0101704209,0,0.0176876885,0.0017687688,0,0,0
KZN214,uMuziwabantu,0.001455,0.001081,0.001111,0.001925,0.001361,0.000505,0.000454,0.000492,0.000169,0.000444,0.000842,0.000725,96556,0.1464124446,0.2786051618,0.2394879655,0.1680268445,0.1384792245,0.1481523675,0.1435436431,0.0358962675,0.0599030614,0.1020754795,0.0862297527
KZN245,Umvoti,0.002464,0.002591,0.005102,0.005474,0.005561,0.0032,0.004512,0.004103,0.003763,0.002696,0.002905,0.003788,103093,0.8421231315,0.8404159351,1.6208665962,1.5422967612,2.4843587828,1.3109813469,1.444753766,1.7840784534,1.8494660161,1.477141998,1.1871126071
KZN435,Umzimkhulu,0.002047,0.002996,0.005055,0.019531,0.003291,0.004468,0.004349,0.016965,0.002548,0.004635,0.004774,0.004225,180302,0.4323801178,0.4949972823,0.6904804162,0.6736752781,0.8503067076,0.7052057104,0.8181273641,0.7183780546,0.8013776885,0.9940766048,0.8881265876
EC442,Umzimvubu,0.035055,0.012335,0.07467,0.076538,0.005911,0.0039,0.002677,0.030059,0.040133,0.002539,0.015074,0.010666,191620,1.1562728316,1.3103486066,1.0755662248,1.0755662248,0.4129475003,0.3921824444,0.3971192986,0.8702745016,0.8423911909,0.588607661,0.2478864419
KZN215,Umzumbe,0,0,0,0,0,0,0,0,0.000014,0,0,0.000002,52540,0,0,0,0,0,0,0,0,0.0038066235,0,0
KZN266,uPhongolo,0.01275,0.022612,0.015843,0.012143,0.060706,0.051616,0.074432,0.159935,0.013552,0.028286,0.015787,0.023011,188317,3.8301481013,4.6091908856,5.7868062894,5.1426796306,9.0105938391,5.3927632662,3.9623719579,2.9008321076,5.108604109,7.2778187843,2.6492881684
NW401,Ventersdorp,0.03587,0.030543,0.044997,0.069499,0.016946,0.011702,0.028163,0.083176,0.015825,0.058428,0.041876,0.03287,56702,20.1941906811,39.9918168671,26.4930161194,15.8901626045,14.95068957,8.1082148778,14.1287432542,22.4250996438,14.8119290325,32.7710310042,23.14909527
MP311,Victor Khanye,0.00125,0.00087,0.001424,0.002578,0.001156,0.000841,0.001302,0.000845,0.000623,0.000074,0.000653,0.000996,75452,1.072827758,0.5594417643,1.2070720458,1.6330249695,1.1444096909,0.640977045,1.1554365689,0.5655118486,0.6638260086,0.077877326,0.6620235381
KZN216,Vulamehlo,0.001911,0.002346,0.001364,0.008604,0.003203,0.000894,0.010589,0.020878,0.012083,0.014257,0.015254,0.00763,256135,1.0124426572,1.3006383353,0.6483963535,3.6377535284,2.2717238956,0.4494973354,6.2074296758,5.3000175689,8.8884416421,8.8106974837,5.1689031175
GT483,Westonaria,-0.00242,-0.006449,-0.004721,-0.019214,-0.010381,0.00347,0.00853,0.020471,0.000787,0.015239,0.000198,0.000732,111767,-2.2396145553,-5.1665428973,-5.0227079549,-9.1217980263,-8.6690346882,3.1222632799,4.6877074628,13.9269641307,0.8219510231,14.0368624012,0.1395134521
WC022,Witzenberg,0.000825,0.004639,0.007761,0.003318,0.001581,0.003942,0.001412,0.002089,0.001383,0.004677,0.003087,0.00261,115946,0.8446949442,1.6852586549,2.9435168095,1.8920963207,1.6261621789,2.2060873165,0.9882359029,1.3413744329,1.4983785555,2.7806737619,2.053809532
